# SOURCE:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.444       51.955      -4.80  ROTTERDAM
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# EV24     =  Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   TG,   RH, EV24
  344,20040810,  220,   32,   13
  344,20040811,  211,    7,   39
  344,20040812,  194,   20,   11
  344,20040813,  175,  446,   11
  344,20040814,  186,    4,   31
  344,20040815,  196,    5,   30
  344,20040816,  190,  288,   25
  344,20040817,  200,   -1,   33
  344,20040818,  209,   -1,   28
  344,20040819,  189,  117,   19
  344,20040820,  171,   22,   20
  344,20040821,  148,  174,   23
  344,20040822,  162,   -1,   27
  344,20040823,  171,    3,   24
  344,20040824,  174,  261,   19
  344,20040825,  166,   79,   25
  344,20040826,  168,   36,   27
  344,20040827,  164,  189,    5
  344,20040828,  155,    0,   33
  344,20040829,  160,   24,   16
  344,20040830,  152,   36,   17
  344,20040831,  148,   32,   24
  344,20040901,  150,   -1,   16
  344,20040902,  163,    0,   30
  344,20040903,  189,    0,   31
  344,20040904,  185,    0,   33
  344,20040905,  193,    0,   28
  344,20040906,  194,    0,   33
  344,20040907,  185,    0,   32
  344,20040908,  167,    0,   32
  344,20040909,  171,    0,   32
  344,20040910,  187,    0,   28
  344,20040911,  191,   -1,   19
  344,20040912,  163,    8,   26
  344,20040913,  151,   49,    8
  344,20040914,  147,   71,   20
  344,20040915,  119,  184,    6
  344,20040916,  128,    0,   18
  344,20040917,  155,   -1,   23
  344,20040918,  167,    2,   13
  344,20040919,  147,    1,   23
  344,20040920,  149,    7,    4
  344,20040921,  140,    9,   14
  344,20040922,  130,  168,    3
  344,20040923,  133,   71,   12
  344,20040924,  121,   64,   14
  344,20040925,  126,   50,   11
  344,20040926,  143,   -1,   16
  344,20040927,  159,   16,   16
  344,20040928,  156,   64,    6
  344,20040929,  126,   -1,   16
  344,20040930,  113,    1,    7
  344,20041001,  148,   -1,   10
  344,20041002,  144,    1,   15
  344,20041003,  144,    2,   11
  344,20041004,  149,   31,    7
  344,20041005,  140,    3,   11
  344,20041006,  131,   44,   17
  344,20041007,  114,   -1,   14
  344,20041008,  101,   -1,   11
  344,20041009,   89,    0,   15
  344,20041010,   91,    0,   15
  344,20041011,   85,    0,   17
  344,20041012,   93,   -1,   12
  344,20041013,  125,   -1,   10
  344,20041014,  126,    4,    8
  344,20041015,  100,   12,   10
  344,20041016,   85,   -1,    5
  344,20041017,   89,   59,    5
  344,20041018,  100,    7,    9
  344,20041019,  102,    0,   14
  344,20041020,  142,   44,    4
  344,20041021,  131,   37,   13
  344,20041022,  137,    0,   13
  344,20041023,  158,   46,    3
  344,20041024,  161,   26,    4
  344,20041025,  132,    4,    8
  344,20041026,   90,    0,    8
  344,20041027,   97,   11,    9
  344,20041028,  124,   27,    6
  344,20041029,  119,   95,    9
  344,20041030,   76,    0,    8
  344,20041031,  101,    0,    3
  344,20041101,   85,   -1,    6
  344,20041102,   87,   37,    3
  344,20041103,  101,   22,    3
  344,20041104,   94,    2,    4
  344,20041105,   98,   -1,    6
  344,20041106,   97,   22,    3
  344,20041107,   78,    4,    7
  344,20041108,   76,    4,    2
  344,20041109,   26,    0,    7
  344,20041110,   67,   48,    3
  344,20041111,   41,    0,    4
  344,20041112,   64,   32,    3
  344,20041113,   58,   47,    6
  344,20041114,   52,    5,    5
  344,20041115,   86,   -1,    1
  344,20041116,  108,    8,    3
  344,20041117,  118,   89,    3
  344,20041118,   76,  271,    1
  344,20041119,   43,   90,    3
  344,20041120,   30,   43,    3
  344,20041121,   25,   19,    3
  344,20041122,  115,    8,    3
  344,20041123,   72,    5,    4
  344,20041124,   21,    0,    5
  344,20041125,   -4,    0,    4
  344,20041126,   49,    9,    1
  344,20041127,   84,   -1,    2
  344,20041128,   75,   27,    1
  344,20041129,   72,    0,    1
  344,20041130,   54,    0,    3
  344,20041201,   34,    0,    1
  344,20041202,   27,    0,    4
  344,20041203,   29,    2,    3
  344,20041204,   46,    4,    1
  344,20041205,   72,    0,    2
  344,20041206,   69,    0,    3
  344,20041207,   65,    0,    1
  344,20041208,   51,    0,    2
  344,20041209,    0,    0,    2
  344,20041210,   17,    0,    1
  344,20041211,   44,    0,    1
  344,20041212,   19,    0,    1
  344,20041213,   -9,    0,    0
  344,20041214,   15,   -1,    1
  344,20041215,   48,   -1,    2
  344,20041216,   58,   38,    1
  344,20041217,   65,  113,    1
  344,20041218,   53,   41,    2
  344,20041219,   11,    0,    4
  344,20041220,   -8,    0,    4
  344,20041221,  -10,    0,    1
  344,20041222,   51,   43,    0
  344,20041223,  104,    1,    5
  344,20041224,   88,   93,    4
  344,20041225,   46,    9,    2
  344,20041226,    0,    0,    4
  344,20041227,   -5,    0,    4
  344,20041228,   40,  111,    1
  344,20041229,   54,    1,    4
  344,20041230,   75,    4,    1
  344,20041231,   86,   30,    1
  344,20050101,   70,   12,    2
  344,20050102,   62,    0,    3
  344,20050103,   77,    0,    3
  344,20050104,   80,   31,    1
  344,20050105,   66,   12,    2
  344,20050106,   78,    0,    5
  344,20050107,  113,    0,    2
  344,20050108,   89,   -1,    4
  344,20050109,   80,    6,    4
  344,20050110,  110,   45,    5
  344,20050111,  100,    5,    4
  344,20050112,   83,   -1,    5
  344,20050113,   54,    0,    3
  344,20050114,   31,   -1,    5
  344,20050115,   19,    0,    5
  344,20050116,   24,    0,    5
  344,20050117,   69,   67,    2
  344,20050118,   51,  105,    2
  344,20050119,   61,    9,    5
  344,20050120,   95,  141,    2
  344,20050121,   59,    4,    3
  344,20050122,   43,   17,    5
  344,20050123,   20,   40,    5
  344,20050124,    3,    9,    5
  344,20050125,   -6,   -1,    5
  344,20050126,   -5,    0,    6
  344,20050127,   22,    5,    2
  344,20050128,   33,   -1,    3
  344,20050129,   22,   -1,    4
  344,20050130,   64,    9,    3
  344,20050131,   68,   45,    2
  344,20050201,   54,    6,    4
  344,20050202,   66,   25,    3
  344,20050203,   65,    0,    5
  344,20050204,   54,    0,    8
  344,20050205,   32,    0,    6
  344,20050206,   39,    0,    8
  344,20050207,    0,    0,    7
  344,20050208,    7,    0,    7
  344,20050209,   62,    5,    5
  344,20050210,   77,  205,    1
  344,20050211,   66,   67,    6
  344,20050212,   83,  215,    2
  344,20050213,   45,   55,    6
  344,20050214,   41,   17,    6
  344,20050215,   19,   -1,    4
  344,20050216,    5,    1,    4
  344,20050217,   11,   -1,    3
  344,20050218,   26,   46,    2
  344,20050219,   29,   26,    7
  344,20050220,   23,   53,    7
  344,20050221,   12,    2,    5
  344,20050222,    6,   -1,    6
  344,20050223,   -1,    1,    3
  344,20050224,    2,    1,    4
  344,20050225,    2,   -1,    8
  344,20050226,   15,   -1,    4
  344,20050227,  -27,    6,   10
  344,20050228,  -31,    0,   11
  344,20050301,   -9,    1,    3
  344,20050302,   -5,   44,    2
  344,20050303,  -22,   -1,    5
  344,20050304,  -44,   15,    5
  344,20050305,  -12,   12,    8
  344,20050306,   -3,    8,   12
  344,20050307,   45,    7,    8
  344,20050308,   53,    7,    7
  344,20050309,   43,   15,    8
  344,20050310,   32,    0,    8
  344,20050311,   48,   45,    3
  344,20050312,   35,   13,    8
  344,20050313,   44,    5,   10
  344,20050314,   43,    7,    5
  344,20050315,   84,    0,   14
  344,20050316,  138,   10,   20
  344,20050317,  101,   -1,   14
  344,20050318,   86,   -1,    9
  344,20050319,   95,    0,    7
  344,20050320,   86,    0,   13
  344,20050321,  104,    0,   23
  344,20050322,  123,   22,   16
  344,20050323,  128,    0,   24
  344,20050324,  123,   18,   17
  344,20050325,   94,   -1,    8
  344,20050326,  105,    0,   16
  344,20050327,  106,   32,    7
  344,20050328,   92,   10,    5
  344,20050329,  100,    0,    7
  344,20050330,  121,    1,   15
  344,20050331,  113,   43,   19
  344,20050401,  117,    0,   25
  344,20050402,  115,    0,   30
  344,20050403,  146,   -1,   28
  344,20050404,  117,   31,   19
  344,20050405,   84,    0,   23
  344,20050406,   91,   18,   10
  344,20050407,   90,   13,   20
  344,20050408,   60,   48,   11
  344,20050409,   49,   65,   13
  344,20050410,   76,    8,   15
  344,20050411,  102,   -1,   30
  344,20050412,  100,    0,   26
  344,20050413,  105,   77,    7
  344,20050414,  117,   23,   11
  344,20050415,   87,    2,   12
  344,20050416,   71,   46,    5
  344,20050417,   95,    0,   25
  344,20050418,   97,    8,   15
  344,20050419,   83,   96,    7
  344,20050420,   80,   12,   11
  344,20050421,   83,    0,   33
  344,20050422,   95,    0,   32
  344,20050423,  109,    0,   34
  344,20050424,  135,    0,   35
  344,20050425,  131,    0,   28
  344,20050426,  112,   43,   15
  344,20050427,  112,   27,   31
  344,20050428,  134,   30,   20
  344,20050429,  136,   76,   31
  344,20050430,  159,   -1,   17
  344,20050501,  191,    0,   36
  344,20050502,  138,   52,   16
  344,20050503,  132,   26,   19
  344,20050504,  105,   32,    8
  344,20050505,   93,   43,   25
  344,20050506,  104,   -1,   31
  344,20050507,   86,   27,   19
  344,20050508,   75,   -1,   27
  344,20050509,   73,   18,   23
  344,20050510,   73,    1,   21
  344,20050511,   81,    1,   29
  344,20050512,   94,    0,   34
  344,20050513,  117,    0,   33
  344,20050514,  109,    0,   40
  344,20050515,   96,   -1,   28
  344,20050516,   92,    4,   18
  344,20050517,   67,   -1,   21
  344,20050518,   87,    0,   36
  344,20050519,  138,   51,   28
  344,20050520,  158,   22,   25
  344,20050521,  143,   24,   29
  344,20050522,  137,    3,   33
  344,20050523,  128,    4,   30
  344,20050524,  136,    2,   18
  344,20050525,  171,    0,   39
  344,20050526,  196,    0,   41
  344,20050527,  231,    0,   51
  344,20050528,  182,    0,   46
  344,20050529,  129,   73,   21
  344,20050530,  105,   39,   10
  344,20050531,  114,    1,   31
  344,20050601,  133,   21,   38
  344,20050602,  155,    1,   17
  344,20050603,  163,  193,   25
  344,20050604,  143,   27,   27
  344,20050605,  140,   35,   18
  344,20050606,  120,   -1,   31
  344,20050607,  104,    0,   27
  344,20050608,  110,    0,   44
  344,20050609,  124,    0,   42
  344,20050610,  126,    0,   35
  344,20050611,  109,    6,   26
  344,20050612,  119,   61,   23
  344,20050613,  122,   45,   34
  344,20050614,  143,    0,   45
  344,20050615,  163,   17,   33
  344,20050616,  172,    1,   27
  344,20050617,  186,    0,   21
  344,20050618,  207,    0,   48
  344,20050619,  236,    0,   58
  344,20050620,  245,    0,   55
  344,20050621,  187,    0,   45
  344,20050622,  198,    0,   49
  344,20050623,  235,    0,   54
  344,20050624,  243,    0,   51
  344,20050625,  181,  130,   21
  344,20050626,  172,    0,   48
  344,20050627,  179,    0,   49
  344,20050628,  189,    0,   51
  344,20050629,  195,  119,   31
  344,20050630,  173,   70,   20
  344,20050701,  171,   11,   35
  344,20050702,  184,    9,   18
  344,20050703,  189,    0,   37
  344,20050704,  162,  510,   11
  344,20050705,  154,   79,   29
  344,20050706,  151,   75,   21
  344,20050707,  150,    2,   32
  344,20050708,  149,   10,   12
  344,20050709,  170,   -1,   37
  344,20050710,  215,    0,   50
  344,20050711,  205,    0,   48
  344,20050712,  185,    0,   40
  344,20050713,  179,    0,   38
  344,20050714,  209,    0,   46
  344,20050715,  199,    0,   42
  344,20050716,  173,    0,   42
  344,20050717,  181,    0,   45
  344,20050718,  202,   -1,   29
  344,20050719,  180,    9,   39
  344,20050720,  163,   31,   29
  344,20050721,  154,    2,   13
  344,20050722,  145,   -1,   12
  344,20050723,  156,    1,   25
  344,20050724,  176,   11,   26
  344,20050725,  172,   38,   18
  344,20050726,  155,    0,   20
  344,20050727,  174,  108,   11
  344,20050728,  215,    6,   30
  344,20050729,  214,    7,   36
  344,20050730,  180,    9,   39
  344,20050731,  148,  219,    8
  344,20050801,  154,    0,   26
  344,20050802,  161,    0,   41
  344,20050803,  162,   34,   29
  344,20050804,  168,    0,   40
  344,20050805,  149,   80,    7
  344,20050806,  139,   -1,   30
  344,20050807,  137,   88,   25
  344,20050808,  149,   34,   17
  344,20050809,  139,    0,   29
  344,20050810,  152,    1,   23
  344,20050811,  169,   -1,   23
  344,20050812,  149,   65,   18
  344,20050813,  161,   67,   24
  344,20050814,  161,   27,   27
  344,20050815,  152,    0,   15
  344,20050816,  156,    0,   33
  344,20050817,  175,    0,   38
  344,20050818,  203,    0,   38
  344,20050819,  181,   98,   11
  344,20050820,  173,    0,   18
  344,20050821,  169,    0,   26
  344,20050822,  174,    0,   32
  344,20050823,  155,   67,   22
  344,20050824,  159,   36,   25
  344,20050825,  153,  155,   25
  344,20050826,  150,   21,   29
  344,20050827,  155,   -1,   20
  344,20050828,  170,    0,   32
  344,20050829,  180,    0,   36
  344,20050830,  191,    0,   36
  344,20050831,  230,    0,   37
  344,20050901,  197,    1,   14
  344,20050902,  181,    0,   30
  344,20050903,  179,    0,   20
  344,20050904,  193,    0,   35
  344,20050905,  202,    0,   32
  344,20050906,  195,   -1,   22
  344,20050907,  191,    0,   29
  344,20050908,  202,    0,   30
  344,20050909,  207,    8,   22
  344,20050910,  199,  337,   24
  344,20050911,  188,   15,   11
  344,20050912,  168,   -1,   20
  344,20050913,  154,    0,   25
  344,20050914,  173,    8,    6
  344,20050915,  159,  134,    6
  344,20050916,  122,   70,   21
  344,20050917,  102,   96,   18
  344,20050918,  115,    0,   19
  344,20050919,  120,    0,   25
  344,20050920,  127,    0,   19
  344,20050921,  126,    0,   22
  344,20050922,  137,    0,   24
  344,20050923,  157,    1,   23
  344,20050924,  147,    2,   12
  344,20050925,  161,    4,   13
  344,20050926,  158,  154,   16
  344,20050927,  151,   16,    5
  344,20050928,  135,    3,   17
  344,20050929,  122,   98,   16
  344,20050930,  128,   24,    5
  344,20051001,  136,   98,   18
  344,20051002,  111,   71,   13
  344,20051003,  111,    0,   17
  344,20051004,  118,    0,   16
  344,20051005,  130,    0,   14
  344,20051006,  119,    0,   11
  344,20051007,  128,    0,   12
  344,20051008,  149,    0,   12
  344,20051009,  142,    8,    9
  344,20051010,  170,    0,   19
  344,20051011,  162,    0,   18
  344,20051012,  166,    0,   17
  344,20051013,  160,    0,   16
  344,20051014,  155,    0,    5
  344,20051015,  135,    0,   16
  344,20051016,  120,    0,   16
  344,20051017,   93,    0,   15
  344,20051018,   96,    0,   14
  344,20051019,  121,   23,    4
  344,20051020,  124,  102,    9
  344,20051021,  129,   88,    4
  344,20051022,  131,   -1,    6
  344,20051023,  122,   -1,    8
  344,20051024,  136,  133,    1
  344,20051025,  148,   23,    4
  344,20051026,  152,    0,   11
  344,20051027,  171,    0,   14
  344,20051028,  169,    1,    8
  344,20051029,  170,   -1,    8
  344,20051030,  177,    0,   13
  344,20051031,  162,   -1,    5
  344,20051101,  122,   10,    8
  344,20051102,  133,   60,    2
  344,20051103,  159,   -1,   11
  344,20051104,  127,    7,    4
  344,20051105,  100,    8,    9
  344,20051106,  118,   23,   10
  344,20051107,  119,    4,    5
  344,20051108,  129,    0,    8
  344,20051109,   90,    7,    2
  344,20051110,   94,   13,    4
  344,20051111,  122,    9,    4
  344,20051112,   94,    3,    4
  344,20051113,   75,    0,    6
  344,20051114,   60,    0,    7
  344,20051115,   91,   55,    1
  344,20051116,   67,   53,    5
  344,20051117,   46,   93,    3
  344,20051118,   36,   18,    5
  344,20051119,   43,    5,    5
  344,20051120,   64,   -1,    5
  344,20051121,   69,    5,    2
  344,20051122,   32,   -1,    3
  344,20051123,   44,   -1,    1
  344,20051124,   54,  156,    1
  344,20051125,   39,  334,    0
  344,20051126,   28,   31,    3
  344,20051127,   13,    6,    1
  344,20051128,   27,   36,    3
  344,20051129,   31,   68,    3
  344,20051130,   32,   -1,    3
  344,20051201,   22,    0,    4
  344,20051202,   49,    1,    1
  344,20051203,   78,   25,    2
  344,20051204,   74,  147,    2
  344,20051205,   68,   25,    3
  344,20051206,   62,   26,    3
  344,20051207,   64,   22,    3
  344,20051208,   45,    0,    3
  344,20051209,    4,    0,    3
  344,20051210,   12,    0,    4
  344,20051211,   42,    0,    1
  344,20051212,   67,    0,    3
  344,20051213,   67,   -1,    1
  344,20051214,   69,   13,    3
  344,20051215,   81,    1,    2
  344,20051216,   68,   92,    2
  344,20051217,   28,   29,    3
  344,20051218,   24,   17,    2
  344,20051219,   49,   29,    3
  344,20051220,   50,   -1,    1
  344,20051221,   60,   20,    1
  344,20051222,   79,    2,    2
  344,20051223,   84,   -1,    1
  344,20051224,   68,   -1,    3
  344,20051225,   43,    3,    5
  344,20051226,   20,    6,    4
  344,20051227,   -8,   -1,    3
  344,20051228,  -21,    0,    3
  344,20051229,  -18,    8,    3
  344,20051230,  -11,   63,    1
  344,20051231,   52,    9,    1
  344,20060101,   40,    0,    1
  344,20060102,   18,   -1,    2
  344,20060103,   10,   11,    4
  344,20060104,   20,   -1,    3
  344,20060105,    7,    0,    1
  344,20060106,   20,    0,    3
  344,20060107,   21,    0,    3
  344,20060108,   21,    0,    3
  344,20060109,    7,    0,    4
  344,20060110,   29,    0,    2
  344,20060111,   38,   28,    0
  344,20060112,   19,    0,    1
  344,20060113,   28,    0,    3
  344,20060114,   28,    0,    5
  344,20060115,    9,    0,    5
  344,20060116,   25,    4,    4
  344,20060117,   59,   76,    1
  344,20060118,   47,    0,    3
  344,20060119,   71,    4,    2
  344,20060120,   77,   26,    2
  344,20060121,   60,   -1,    4
  344,20060122,   13,    0,    1
  344,20060123,  -18,    0,    5
  344,20060124,  -18,    0,    5
  344,20060125,   16,   -1,    4
  344,20060126,   13,    0,    2
  344,20060127,  -13,   -1,    1
  344,20060128,  -22,    0,    6
  344,20060129,    2,    0,    7
  344,20060130,   35,    0,    5
  344,20060131,    8,    0,    6
  344,20060201,  -25,   -1,    3
  344,20060202,    2,    0,    1
  344,20060203,   23,    0,    1
  344,20060204,   46,   -1,    4
  344,20060205,   45,    1,    1
  344,20060206,   53,    0,    1
  344,20060207,   72,    9,    3
  344,20060208,   50,   97,    5
  344,20060209,   37,    6,    6
  344,20060210,   33,   14,    4
  344,20060211,   22,   -1,    3
  344,20060212,   12,   59,    1
  344,20060213,   26,    1,    3
  344,20060214,   52,    2,    5
  344,20060215,   73,  141,    5
  344,20060216,   69,   20,    4
  344,20060217,   56,   35,    2
  344,20060218,   46,    1,    6
  344,20060219,   51,    1,    7
  344,20060220,   34,   -1,    2
  344,20060221,   31,   -1,    2
  344,20060222,   18,   -1,    2
  344,20060223,    6,   -1,    7
  344,20060224,   10,    0,   10
  344,20060225,    4,    0,   12
  344,20060226,   13,    4,    9
  344,20060227,   24,   39,    7
  344,20060228,   15,   74,    6
  344,20060301,   10,   30,    6
  344,20060302,   14,   10,   10
  344,20060303,  -18,   24,    6
  344,20060304,    3,    2,   11
  344,20060305,   18,   16,    9
  344,20060306,   24,   12,   12
  344,20060307,   29,    2,   11
  344,20060308,   52,  183,    2
  344,20060309,   66,   18,    5
  344,20060310,   51,   38,    5
  344,20060311,    3,   -1,    6
  344,20060312,  -19,    0,   14
  344,20060313,   -6,    0,   15
  344,20060314,   13,    0,   11
  344,20060315,   18,    0,   16
  344,20060316,   13,    0,    3
  344,20060317,   13,    0,    7
  344,20060318,    9,    0,   15
  344,20060319,   27,    0,    9
  344,20060320,   42,    0,   12
  344,20060321,   26,    0,   13
  344,20060322,   12,    0,   12
  344,20060323,   37,    0,   21
  344,20060324,   69,   19,    8
  344,20060325,  111,   44,   15
  344,20060326,  136,   69,   18
  344,20060327,  131,   34,   12
  344,20060328,   98,    3,   20
  344,20060329,   87,   17,   17
  344,20060330,  114,   93,   14
  344,20060331,  112,    5,   19
  344,20060401,  109,    8,   24
  344,20060402,   96,   54,   17
  344,20060403,   69,   18,   16
  344,20060404,   45,    2,   16
  344,20060405,   34,    1,   19
  344,20060406,   69,   -1,   20
  344,20060407,   83,   -1,   21
  344,20060408,   76,    3,   17
  344,20060409,   57,    0,   25
  344,20060410,   52,    1,   20
  344,20060411,   53,   19,   14
  344,20060412,   83,    8,   24
  344,20060413,   99,   21,   13
  344,20060414,   85,   -1,   20
  344,20060415,   88,   27,   12
  344,20060416,  105,    7,   24
  344,20060417,  105,   -1,   31
  344,20060418,  101,   -1,   24
  344,20060419,  105,    0,   17
  344,20060420,  116,    0,   18
  344,20060421,  127,   -1,   27
  344,20060422,   73,   -1,    6
  344,20060423,   89,    4,   17
  344,20060424,  125,   -1,   25
  344,20060425,  126,   -1,   28
  344,20060426,  109,   -1,   27
  344,20060427,  100,    0,   30
  344,20060428,   69,   -1,   21
  344,20060429,   68,   -1,   27
  344,20060430,   64,    3,   20
  344,20060501,   85,   68,    8
  344,20060502,  128,    0,   32
  344,20060503,  162,    0,   39
  344,20060504,  195,    0,   37
  344,20060505,  167,    0,   37
  344,20060506,  175,   -1,   37
  344,20060507,  170,    0,   25
  344,20060508,  168,    0,   33
  344,20060509,  170,    0,   39
  344,20060510,  163,    0,   40
  344,20060511,  180,    0,   43
  344,20060512,  158,    0,   41
  344,20060513,  136,    0,   34
  344,20060514,  128,   -1,   27
  344,20060515,  157,   -1,   27
  344,20060516,  141,   -1,   24
  344,20060517,  157,   41,   29
  344,20060518,  156,   72,   32
  344,20060519,  127,   64,   13
  344,20060520,  127,  103,   24
  344,20060521,  137,   99,   16
  344,20060522,  144,   11,   26
  344,20060523,  104,   55,   24
  344,20060524,  111,   49,   19
  344,20060525,  105,   66,   18
  344,20060526,  127,  142,    6
  344,20060527,  137,   67,    8
  344,20060528,  129,   -1,   25
  344,20060529,  108,   42,   36
  344,20060530,   84,   22,   27
  344,20060531,  101,    7,   15
  344,20060601,   96,    8,   18
  344,20060602,  113,    0,   39
  344,20060603,  129,    0,   36
  344,20060604,  128,    0,   40
  344,20060605,  116,    0,   34
  344,20060606,  104,    0,   34
  344,20060607,  123,    0,   39
  344,20060608,  161,    0,   48
  344,20060609,  196,    0,   50
  344,20060610,  217,    0,   53
  344,20060611,  248,    0,   58
  344,20060612,  239,    0,   58
  344,20060613,  234,   51,   53
  344,20060614,  160,   97,   10
  344,20060615,  123,    6,    9
  344,20060616,  131,    0,   35
  344,20060617,  166,    0,   50
  344,20060618,  205,    0,   45
  344,20060619,  197,   -1,   40
  344,20060620,  177,    0,   27
  344,20060621,  156,   33,   12
  344,20060622,  155,   -1,   32
  344,20060623,  158,    0,   41
  344,20060624,  179,   -1,   39
  344,20060625,  169,   87,   13
  344,20060626,  147,    8,    8
  344,20060627,  136,    0,   24
  344,20060628,  146,    0,   44
  344,20060629,  169,    0,   51
  344,20060630,  198,    0,   50
  344,20060701,  226,    0,   54
  344,20060702,  250,    0,   56
  344,20060703,  241,    0,   57
  344,20060704,  248,    0,   51
  344,20060705,  228,   15,   35
  344,20060706,  213,    0,   49
  344,20060707,  193,   -1,   21
  344,20060708,  195,   -1,   44
  344,20060709,  203,    2,   28
  344,20060710,  206,    5,   45
  344,20060711,  187,   84,   29
  344,20060712,  185,    0,   50
  344,20060713,  190,    0,   50
  344,20060714,  175,    0,   48
  344,20060715,  195,    0,   52
  344,20060716,  230,    0,   55
  344,20060717,  234,    0,   54
  344,20060718,  253,    0,   55
  344,20060719,  272,    0,   54
  344,20060720,  245,    7,   42
  344,20060721,  242,    0,   51
  344,20060722,  232,   -1,   25
  344,20060723,  222,    0,   44
  344,20060724,  218,    0,   42
  344,20060725,  247,    0,   46
  344,20060726,  259,    0,   48
  344,20060727,  234,    7,   26
  344,20060728,  222,   -1,   36
  344,20060729,  219,    0,   37
  344,20060730,  208,   35,   21
  344,20060731,  198,   -1,   33
  344,20060801,  181,  201,   20
  344,20060802,  161,   58,   18
  344,20060803,  169,  301,   16
  344,20060804,  185,   19,   20
  344,20060805,  193,    7,   33
  344,20060806,  186,    0,   44
  344,20060807,  185,    1,   28
  344,20060808,  163,    1,   20
  344,20060809,  162,    3,   15
  344,20060810,  145,   48,   15
  344,20060811,  135,  314,   13
  344,20060812,  138,  224,   14
  344,20060813,  157,    0,   35
  344,20060814,  160,  472,    7
  344,20060815,  167,   -1,   18
  344,20060816,  185,    0,   34
  344,20060817,  195,    0,   26
  344,20060818,  193,   27,   27
  344,20060819,  188,   -1,   32
  344,20060820,  172,  167,   17
  344,20060821,  164,  308,   19
  344,20060822,  155,    2,   21
  344,20060823,  172,    4,   24
  344,20060824,  165,    9,   16
  344,20060825,  159,  213,   17
  344,20060826,  148,   42,   10
  344,20060827,  160,   41,   25
  344,20060828,  149,  126,   19
  344,20060829,  139,   45,   27
  344,20060830,  137,   48,   16
  344,20060831,  167,   -1,   10
  344,20060901,  179,    1,   18
  344,20060902,  177,    7,   10
  344,20060903,  193,   81,   10
  344,20060904,  168,    0,   20
  344,20060905,  192,    0,   17
  344,20060906,  207,    0,   30
  344,20060907,  166,   -1,   23
  344,20060908,  147,    0,   26
  344,20060909,  153,    0,   31
  344,20060910,  164,    0,   30
  344,20060911,  189,    0,   29
  344,20060912,  207,    0,   30
  344,20060913,  218,    0,   28
  344,20060914,  216,   -1,   18
  344,20060915,  206,    0,   29
  344,20060916,  200,    0,   26
  344,20060917,  167,    0,    6
  344,20060918,  177,    0,   15
  344,20060919,  157,   27,   18
  344,20060920,  167,    0,   27
  344,20060921,  199,    0,   29
  344,20060922,  204,    0,   19
  344,20060923,  180,   33,    8
  344,20060924,  200,    1,   13
  344,20060925,  180,   14,   14
  344,20060926,  163,   13,   12
  344,20060927,  163,   -1,   17
  344,20060928,  178,    0,   13
  344,20060929,  187,    2,   19
  344,20060930,  171,    0,   22
  344,20061001,  169,   29,   12
  344,20061002,  149,  298,    4
  344,20061003,  146,  101,   13
  344,20061004,  127,   98,    9
  344,20061005,  137,  100,   12
  344,20061006,  157,  151,    3
  344,20061007,  140,   12,   15
  344,20061008,  135,    0,   13
  344,20061009,  137,   -1,   13
  344,20061010,  156,    8,    8
  344,20061011,  160,    0,   17
  344,20061012,  143,   10,    4
  344,20061013,  126,    0,   18
  344,20061014,  130,    0,    8
  344,20061015,  102,    0,   11
  344,20061016,  107,    0,   16
  344,20061017,  129,    0,   15
  344,20061018,  144,   28,    5
  344,20061019,  153,   19,    8
  344,20061020,  150,    2,    6
  344,20061021,  149,   13,    8
  344,20061022,  147,  179,    5
  344,20061023,  152,  129,    8
  344,20061024,  130,   21,    7
  344,20061025,  122,   23,    7
  344,20061026,  175,   -1,    9
  344,20061027,  123,   -1,   11
  344,20061028,  145,    1,    3
  344,20061029,  135,   -1,    8
  344,20061030,  124,    0,   10
  344,20061031,  129,   21,    5
  344,20061101,   80,   32,    8
  344,20061102,   61,   75,    6
  344,20061103,   61,   61,    5
  344,20061104,   92,   -1,    8
  344,20061105,  116,    0,    2
  344,20061106,  115,    0,    6
  344,20061107,   68,    0,    2
  344,20061108,  106,   22,    4
  344,20061109,   98,    3,   10
  344,20061110,   80,    2,    6
  344,20061111,  101,  160,    5
  344,20061112,   90,   70,    5
  344,20061113,  119,   30,    3
  344,20061114,  129,   45,    5
  344,20061115,  129,    5,    6
  344,20061116,  135,   80,    2
  344,20061117,  111,   -1,    8
  344,20061118,   88,   21,    6
  344,20061119,   69,   -1,    3
  344,20061120,   85,   82,    1
  344,20061121,   75,   40,    4
  344,20061122,   79,   56,    3
  344,20061123,  111,  137,    1
  344,20061124,  108,    3,    5
  344,20061125,  136,   43,    2
  344,20061126,  107,    0,    5
  344,20061127,  114,    0,    6
  344,20061128,  116,    6,    4
  344,20061129,   94,    0,    6
  344,20061130,   66,    0,    4
  344,20061201,   90,    5,    2
  344,20061202,   96,  110,    1
  344,20061203,   87,   42,    1
  344,20061204,  102,   49,    3
  344,20061205,  129,    4,    1
  344,20061206,   97,    6,    2
